term,modality,gene,role,label,selected_count,models_evaluated,selection_frequency,positive_count,negative_count,direction_concordance,median_selected_coefficient,full_discovery_coefficient,stable,near_miss
expression__BRD8,expression,BRD8,genome_wide_candidate,BRD8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PPIP5K1,expression,PPIP5K1,genome_wide_candidate,PPIP5K1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__METTL25B,expression,METTL25B,genome_wide_candidate,METTL25B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PTPRN,expression,PTPRN,genome_wide_candidate,PTPRN expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GRAMD1C,expression,GRAMD1C,genome_wide_candidate,GRAMD1C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AGPAT2,expression,AGPAT2,genome_wide_candidate,AGPAT2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__VWCE,expression,VWCE,genome_wide_candidate,VWCE expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RUVBL2,expression,RUVBL2,genome_wide_candidate,RUVBL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRTN3,expression,PRTN3,genome_wide_candidate,PRTN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COL9A3,expression,COL9A3,genome_wide_candidate,COL9A3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__THAP10,expression,THAP10,genome_wide_candidate,THAP10 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBX3,expression,TBX3,genome_wide_candidate,TBX3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ENPP1,expression,ENPP1,genome_wide_candidate,ENPP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF143,expression,ZNF143,genome_wide_candidate,ZNF143 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CAMK2G,expression,CAMK2G,genome_wide_candidate,CAMK2G expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZAR1L,expression,ZAR1L,genome_wide_candidate,ZAR1L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__APOE,expression,APOE,genome_wide_candidate,APOE expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SNAI1,expression,SNAI1,genome_wide_candidate,SNAI1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MTMR11,expression,MTMR11,genome_wide_candidate,MTMR11 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__HOXB13,expression,HOXB13,genome_wide_candidate,HOXB13 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RNF185,expression,RNF185,genome_wide_candidate,RNF185 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RNF169,expression,RNF169,genome_wide_candidate,RNF169 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PEX10,expression,PEX10,genome_wide_candidate,PEX10 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ANKLE2,expression,ANKLE2,genome_wide_candidate,ANKLE2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FAM178B,expression,FAM178B,genome_wide_candidate,FAM178B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NUTM2E,expression,NUTM2E,genome_wide_candidate,NUTM2E expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ALOX12,expression,ALOX12,genome_wide_candidate,ALOX12 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARHGAP44,expression,ARHGAP44,genome_wide_candidate,ARHGAP44 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SYTL4,expression,SYTL4,genome_wide_candidate,SYTL4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__QRICH1,expression,QRICH1,genome_wide_candidate,QRICH1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NOL11,expression,NOL11,genome_wide_candidate,NOL11 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__METAP2,expression,METAP2,genome_wide_candidate,METAP2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CHEK2,expression,CHEK2,genome_wide_candidate,CHEK2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMEM273,expression,TMEM273,genome_wide_candidate,TMEM273 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__APOO,expression,APOO,genome_wide_candidate,APOO expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CBX2,expression,CBX2,genome_wide_candidate,CBX2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRCP,expression,PRCP,genome_wide_candidate,PRCP expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RXYLT1,expression,RXYLT1,genome_wide_candidate,RXYLT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MAP4K2,expression,MAP4K2,genome_wide_candidate,MAP4K2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EPRS1,expression,EPRS1,genome_wide_candidate,EPRS1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PLAUR,expression,PLAUR,genome_wide_candidate,PLAUR expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IKBKB,expression,IKBKB,genome_wide_candidate,IKBKB expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LTB4R2,expression,LTB4R2,genome_wide_candidate,LTB4R2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COQ9,expression,COQ9,genome_wide_candidate,COQ9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FYCO1,expression,FYCO1,genome_wide_candidate,FYCO1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SPOCK2,expression,SPOCK2,genome_wide_candidate,SPOCK2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FOXF1,expression,FOXF1,genome_wide_candidate,FOXF1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MTMR6,expression,MTMR6,genome_wide_candidate,MTMR6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC43A2,expression,SLC43A2,genome_wide_candidate,SLC43A2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KCNA4,expression,KCNA4,genome_wide_candidate,KCNA4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KCTD11,expression,KCTD11,genome_wide_candidate,KCTD11 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ST13,expression,ST13,genome_wide_candidate,ST13 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LRG1,expression,LRG1,genome_wide_candidate,LRG1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TTLL7,expression,TTLL7,genome_wide_candidate,TTLL7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DMTF1,expression,DMTF1,genome_wide_candidate,DMTF1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__METTL14,expression,METTL14,genome_wide_candidate,METTL14 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ADAM29,expression,ADAM29,genome_wide_candidate,ADAM29 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RAB11FIP5,expression,RAB11FIP5,genome_wide_candidate,RAB11FIP5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SCAF8,expression,SCAF8,genome_wide_candidate,SCAF8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IFNA21,expression,IFNA21,genome_wide_candidate,IFNA21 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GAR1,expression,GAR1,genome_wide_candidate,GAR1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CUL4B,expression,CUL4B,genome_wide_candidate,CUL4B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MFSD4A,expression,MFSD4A,genome_wide_candidate,MFSD4A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CBX3,expression,CBX3,genome_wide_candidate,CBX3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ADRB2,expression,ADRB2,genome_wide_candidate,ADRB2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CDCA7L,expression,CDCA7L,genome_wide_candidate,CDCA7L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BAK1,expression,BAK1,genome_wide_candidate,BAK1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF117,expression,ZNF117,genome_wide_candidate,ZNF117 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ACTR1A,expression,ACTR1A,genome_wide_candidate,ACTR1A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__POLR2L,expression,POLR2L,genome_wide_candidate,POLR2L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GAN,expression,GAN,genome_wide_candidate,GAN expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BDNF,expression,BDNF,genome_wide_candidate,BDNF expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRKACA,expression,PRKACA,genome_wide_candidate,PRKACA expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SIRT7,expression,SIRT7,genome_wide_candidate,SIRT7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KCTD15,expression,KCTD15,genome_wide_candidate,KCTD15 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__HSPA1A,expression,HSPA1A,genome_wide_candidate,HSPA1A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NFU1,expression,NFU1,genome_wide_candidate,NFU1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EML5,expression,EML5,genome_wide_candidate,EML5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EPHA4,expression,EPHA4,genome_wide_candidate,EPHA4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DPF2,expression,DPF2,genome_wide_candidate,DPF2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARAP1,expression,ARAP1,genome_wide_candidate,ARAP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CNOT2,expression,CNOT2,genome_wide_candidate,CNOT2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LILRA1,expression,LILRA1,genome_wide_candidate,LILRA1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCDC169,expression,CCDC169,genome_wide_candidate,CCDC169 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CYP2C8,expression,CYP2C8,genome_wide_candidate,CYP2C8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OR51M1,expression,OR51M1,genome_wide_candidate,OR51M1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NISCH,expression,NISCH,genome_wide_candidate,NISCH expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PATL2,expression,PATL2,genome_wide_candidate,PATL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LMAN2L,expression,LMAN2L,genome_wide_candidate,LMAN2L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COL6A3,expression,COL6A3,genome_wide_candidate,COL6A3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCDC181,expression,CCDC181,genome_wide_candidate,CCDC181 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CWC27,expression,CWC27,genome_wide_candidate,CWC27 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RPL7,expression,RPL7,genome_wide_candidate,RPL7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBC1D7,expression,TBC1D7,genome_wide_candidate,TBC1D7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ATP2A2,expression,ATP2A2,genome_wide_candidate,ATP2A2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C5orf63,expression,C5orf63,genome_wide_candidate,C5orf63 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DIRAS3,expression,DIRAS3,genome_wide_candidate,DIRAS3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PSMB3,expression,PSMB3,genome_wide_candidate,PSMB3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DCXR,expression,DCXR,genome_wide_candidate,DCXR expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DENND2C,expression,DENND2C,genome_wide_candidate,DENND2C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LTB4R,expression,LTB4R,genome_wide_candidate,LTB4R expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__VPS26C,expression,VPS26C,genome_wide_candidate,VPS26C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SIRT3,expression,SIRT3,genome_wide_candidate,SIRT3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FAM237A,expression,FAM237A,genome_wide_candidate,FAM237A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EEIG1,expression,EEIG1,genome_wide_candidate,EEIG1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SWI5,expression,SWI5,genome_wide_candidate,SWI5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRTFDC1,expression,PRTFDC1,genome_wide_candidate,PRTFDC1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__H3C13,expression,H3C13,genome_wide_candidate,H3C13 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCR9,expression,CCR9,genome_wide_candidate,CCR9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMEM101,expression,TMEM101,genome_wide_candidate,TMEM101 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IL21R,expression,IL21R,genome_wide_candidate,IL21R expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DGKG,expression,DGKG,genome_wide_candidate,DGKG expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TREX1,expression,TREX1,genome_wide_candidate,TREX1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__HIF3A,expression,HIF3A,genome_wide_candidate,HIF3A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SSR4,expression,SSR4,genome_wide_candidate,SSR4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TCHP,expression,TCHP,genome_wide_candidate,TCHP expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PCCA,expression,PCCA,genome_wide_candidate,PCCA expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GART,expression,GART,genome_wide_candidate,GART expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TOMM40,expression,TOMM40,genome_wide_candidate,TOMM40 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C15orf62,expression,C15orf62,genome_wide_candidate,C15orf62 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF596,expression,ZNF596,genome_wide_candidate,ZNF596 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TULP3,expression,TULP3,genome_wide_candidate,TULP3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LRFN4,expression,LRFN4,genome_wide_candidate,LRFN4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARPC5L,expression,ARPC5L,genome_wide_candidate,ARPC5L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF467,expression,ZNF467,genome_wide_candidate,ZNF467 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TLCD4,expression,TLCD4,genome_wide_candidate,TLCD4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BCDIN3D,expression,BCDIN3D,genome_wide_candidate,BCDIN3D expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARFIP1,expression,ARFIP1,genome_wide_candidate,ARFIP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCR6,expression,CCR6,genome_wide_candidate,CCR6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBC1D23,expression,TBC1D23,genome_wide_candidate,TBC1D23 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MCFD2,expression,MCFD2,genome_wide_candidate,MCFD2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NPNT,expression,NPNT,genome_wide_candidate,NPNT expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CXCL16,expression,CXCL16,genome_wide_candidate,CXCL16 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LSM7,expression,LSM7,genome_wide_candidate,LSM7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MCM4,expression,MCM4,genome_wide_candidate,MCM4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ADGRF3,expression,ADGRF3,genome_wide_candidate,ADGRF3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DNAJC9,expression,DNAJC9,genome_wide_candidate,DNAJC9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF888,expression,ZNF888,genome_wide_candidate,ZNF888 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CXCL9,expression,CXCL9,genome_wide_candidate,CXCL9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZPLD1,expression,ZPLD1,genome_wide_candidate,ZPLD1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMEM25,expression,TMEM25,genome_wide_candidate,TMEM25 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__APOM,expression,APOM,genome_wide_candidate,APOM expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RASSF1,expression,RASSF1,genome_wide_candidate,RASSF1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FBP1,expression,FBP1,genome_wide_candidate,FBP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GPR183,expression,GPR183,genome_wide_candidate,GPR183 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ATF7IP2,expression,ATF7IP2,genome_wide_candidate,ATF7IP2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NAGK,expression,NAGK,genome_wide_candidate,NAGK expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ABCE1,expression,ABCE1,genome_wide_candidate,ABCE1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TOB1,expression,TOB1,genome_wide_candidate,TOB1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DR1,expression,DR1,genome_wide_candidate,DR1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IGLL1,expression,IGLL1,genome_wide_candidate,IGLL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SSTR2,expression,SSTR2,genome_wide_candidate,SSTR2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC17A9,expression,SLC17A9,genome_wide_candidate,SLC17A9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC35E2B,expression,SLC35E2B,genome_wide_candidate,SLC35E2B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PUM1,expression,PUM1,genome_wide_candidate,PUM1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRR12,expression,PRR12,genome_wide_candidate,PRR12 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__METTL23,expression,METTL23,genome_wide_candidate,METTL23 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__USP15,expression,USP15,genome_wide_candidate,USP15 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMC5,expression,TMC5,genome_wide_candidate,TMC5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CAST,expression,CAST,genome_wide_candidate,CAST expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ACBD3,expression,ACBD3,genome_wide_candidate,ACBD3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IMPDH2,expression,IMPDH2,genome_wide_candidate,IMPDH2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NF2,expression,NF2,genome_wide_candidate,NF2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SON,expression,SON,genome_wide_candidate,SON expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GPRC5A,expression,GPRC5A,genome_wide_candidate,GPRC5A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TOR1AIP2,expression,TOR1AIP2,genome_wide_candidate,TOR1AIP2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRDM15,expression,PRDM15,genome_wide_candidate,PRDM15 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KRT15,expression,KRT15,genome_wide_candidate,KRT15 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LRRC69,expression,LRRC69,genome_wide_candidate,LRRC69 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__INPPL1,expression,INPPL1,genome_wide_candidate,INPPL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__B3GNT4,expression,B3GNT4,genome_wide_candidate,B3GNT4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PRSS21,expression,PRSS21,genome_wide_candidate,PRSS21 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RGMB,expression,RGMB,genome_wide_candidate,RGMB expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COL11A1,expression,COL11A1,genome_wide_candidate,COL11A1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLAIN1,expression,SLAIN1,genome_wide_candidate,SLAIN1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CARD18,expression,CARD18,genome_wide_candidate,CARD18 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ALS2,expression,ALS2,genome_wide_candidate,ALS2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CYC1,expression,CYC1,genome_wide_candidate,CYC1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COQ5,expression,COQ5,genome_wide_candidate,COQ5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C1S,expression,C1S,genome_wide_candidate,C1S expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NLRC5,expression,NLRC5,genome_wide_candidate,NLRC5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GYG2,expression,GYG2,genome_wide_candidate,GYG2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MORC2,expression,MORC2,genome_wide_candidate,MORC2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__APEX1,expression,APEX1,genome_wide_candidate,APEX1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AKR1C4,expression,AKR1C4,genome_wide_candidate,AKR1C4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MATCAP1,expression,MATCAP1,genome_wide_candidate,MATCAP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EPDR1,expression,EPDR1,genome_wide_candidate,EPDR1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__UNC79,expression,UNC79,genome_wide_candidate,UNC79 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OR5K2,expression,OR5K2,genome_wide_candidate,OR5K2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMA16,expression,TMA16,genome_wide_candidate,TMA16 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DHRS3,expression,DHRS3,genome_wide_candidate,DHRS3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NPIPB4,expression,NPIPB4,genome_wide_candidate,NPIPB4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NCF2,expression,NCF2,genome_wide_candidate,NCF2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLBP,expression,SLBP,genome_wide_candidate,SLBP expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__VNN2,expression,VNN2,genome_wide_candidate,VNN2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EVPLL,expression,EVPLL,genome_wide_candidate,EVPLL expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OR2T7,expression,OR2T7,genome_wide_candidate,OR2T7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DCDC2B,expression,DCDC2B,genome_wide_candidate,DCDC2B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ASXL1,expression,ASXL1,genome_wide_candidate,ASXL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GOLT1B,expression,GOLT1B,genome_wide_candidate,GOLT1B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GPC4,expression,GPC4,genome_wide_candidate,GPC4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__UBE2H,expression,UBE2H,genome_wide_candidate,UBE2H expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BTBD9,expression,BTBD9,genome_wide_candidate,BTBD9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF100,expression,ZNF100,genome_wide_candidate,ZNF100 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCDC43,expression,CCDC43,genome_wide_candidate,CCDC43 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AMPH,expression,AMPH,genome_wide_candidate,AMPH expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF646,expression,ZNF646,genome_wide_candidate,ZNF646 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBC1D10B,expression,TBC1D10B,genome_wide_candidate,TBC1D10B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__USP21,expression,USP21,genome_wide_candidate,USP21 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NEU3,expression,NEU3,genome_wide_candidate,NEU3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__HENMT1,expression,HENMT1,genome_wide_candidate,HENMT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
